architecture	update	activation	dropout	n_filters	                learning_rate	n_hidden	mini_batch_size	                cv0_PCC	cv0_AUC	cv0_epoch	                cv1_PCC	cv1_AUC	cv1_epoch	                cv2_PCC	cv2_AUC	cv2_epoch	                cv3_PCC	cv3_AUC	cv3_epoch	                cv4_PCC	cv4_AUC	cv4_epoch	                PCC	AUC
1_9_3_aa	rmsprop	tanh	1.25892541179	2	0.000464158883361	1	4	-0.147953131565	0.419080004326	367	-0.0402370653904	0.485101774626	291	-0.00566488840896	0.50831868557	260	-0.0859628301376	0.457394926315	432	0.0377823920521	0.520049951769	55	-0.0941551821376	0.45719340442
9_3_aa	adam	tanh	0.0	1	1.0	22	316	-0.0297492396905	0.5	413	nan	0.5	352	nan	0.5	268	-5.50012070601e-17	0.5	144	nan	0.5	111	0.0883855631512	0.526601866322
feature_channel_9_3_aa	sgd	tanh	0.501187233627	1	0.01	4	316	0.21278939595	0.609517045323	414	NA	NA	NA	0.10117988365	0.497752746346	26	0.186843127801	0.571939572782	485	0.17227064276	0.585466575512	500	0.15164823667	0.568104675361
1_9_3_aa	adam	tanh	1.25892541179	5	0.000464158883361	1	74	0.0738069318137	0.539053916604	102	-0.0380904905907	0.487294187393	189	0.149346500349	0.552525122157	44	-0.0897049272085	0.448383736621	2	0.0163427449873	0.504718980814	2	0.0868487976983	0.524719738463
feature_channel_9_3_aa	rmsprop	rectify	0.501187233627	3	0.01	22	1	NA	NA	NA	0.0185524524828	0.5	6	-0.087616177957	0.5	492	-0.0782948683101	0.5	9	-1.57652297304e-16	0.5	191	-0.0156162234007	0.495281459751
9_3_aa	rmsprop	sigmoid	1.25892541179	2	2.15443469003e-05	1	316	-0.0896122059008	0.432632573128	340	NA	NA	NA	NA	NA	NA	0.0412108069155	0.531387318197	465	-0.0509269576647	0.509866771869	401	0.0011010378171	0.501297432373
1_9_3_aa	sgd	sigmoid	0.501187233627	3	0.215443469003	22	4	0.450200533977	0.722756614745	167	0.457911016039	0.712890298364	52	0.406009744046	0.680425437765	298	0.489398428524	0.741398724379	171	0.431708196291	0.698435714754	488	0.440381116264	0.709931216864
1_9_3_aa	rmsprop	sigmoid	0.0	8	0.0001	1	1	0.538132153994	0.772609732546	381	0.547363789924	0.766188269827	409	0.539420357645	0.762502911993	471	0.457534658303	0.723293004346	262	0.441695664409	0.702690395025	317	0.512406616589	0.74903395097
1_9_3_aa	adam	rectify	0.0	2	0.0464158883361	4	4	-0.0163421702307	0.499773721527	88	NA	NA	NA	-8.63078003002e-17	0.5	446	5.50012070601e-17	0.5	250	-1.57652297304e-16	0.5	464	0.0974122493366	0.537962393434
9_3_aa	sgd	tanh	0.501187233627	1	0.0001	4	316	0.166604880913	0.594436839484	498	0.186815915567	0.555657546411	500	-0.141658445292	0.468104605807	500	-0.0457469745409	0.503312825862	498	0.041742591129	0.533876633451	486	0.0139398009967	0.509157917213
feature_channel_9_3_aa	sgd	rectify	0.199526231497	8	0.01	1	17	0.57812285076	0.802687108844	498	nan	0.5	159	8.63078003002e-17	0.5	1	0.604271402081	0.808366926071	498	0.562183584417	0.784723366861	463	0.438051112856	0.710109772237
9aa	rmsprop	tanh	0.0	2	0.00215443469003	501	316	0.611290977055	0.805679955005	424	NA	NA	NA	-0.145078848761	0.5	150	0.0193029730627	0.5	375	0.00765465849528	0.5	294	0.0972780913892	0.499507684473
feature_channel_9_3_aa	rmsprop	tanh	0.199526231497	32	0.0464158883361	501	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9aa	adam	tanh	0.501187233627	13	4.64158883361e-06	501	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_9_3_aa	adam	tanh	1.25892541179	5	4.64158883361e-06	1	316	0.0094334186012	0.506609103544	500	-0.0179962816423	0.493400458286	496	0.302505656137	0.616553698904	2	NA	NA	NA	-0.00611285487475	0.49467231858	462	-0.00590763447464	0.498006872841
9aa	rmsprop	sigmoid	0.199526231497	5	0.215443469003	22	316	NA	NA	NA	-1.25181148592e-16	0.5	414	0.100600588303	0.5	281	0.0640683132359	0.519955085769	220	0.0962312184652	0.5	168	0.0906982572921	0.5335739949
1_9_3_aa	rmsprop	tanh	0.0	2	0.01	105	316	0.520761583526	0.757702318609	12	0.530502920126	0.755293872272	13	0.668877039744	0.798338730032	14	0.468420802843	0.733422423136	11	0.543758427653	0.763883790044	29	0.564149934306	0.764845648064
9aa	adam	sigmoid	0.199526231497	5	1.0	1	74	nan	0.5	35	-1.25181148592e-16	0.5	174	NA	NA	NA	5.50012070601e-17	0.5	12	nan	0.5	215	0.0254850856897	0.51305485695
1_9_3_aa	adam	rectify	0.199526231497	3	0.01	22	4	-8.8178890084e-17	0.5	219	1.25181148592e-16	0.5	167	-1.15077067067e-16	0.5	445	5.50012070601e-17	0.5	287	nan	0.5	264	0.0911142817305	0.533772309209
1_9_3_aa	rmsprop	rectify	0.0	8	0.0464158883361	22	316	8.8178890084e-17	0.5	179	-1.25181148592e-16	0.5	70	-0.138350552006	0.467377324619	360	0.111687126214	0.525422497645	236	0.208028085927	0.594272247873	12	0.108188674314	0.544061715393
9_3_aa	sgd	sigmoid	0.501187233627	8	0.215443469003	1	316	0.000738871262472	0.5	420	0.516209492691	0.772455427703	444	0.607097533931	0.782082756788	439	0.533446859674	0.765554878719	462	0.452279665243	0.728511549664	420	0.481691590744	0.732106304721
9aa	adam	tanh	0.199526231497	8	0.01	4	4	NA	NA	NA	1.25181148592e-16	0.5	188	-8.63078003002e-17	0.5	483	-5.50012070601e-17	0.5	322	-1.57652297304e-16	0.5	125	0.09002172787	0.532380874693
9_3_aa	rmsprop	sigmoid	0.501187233627	1	0.0464158883361	4	17	8.8178890084e-17	0.5	418	NA	NA	NA	1.15077067067e-16	0.5	182	-5.50012070601e-17	0.5	59	nan	0.5	397	0.0975566735797	0.538029459003
1_9_3_aa	adam	sigmoid	0.0	50	2.15443469003e-05	22	74	0.535655649097	0.764038297516	500	0.536642740499	0.755536412424	496	0.516782535169	0.739187331573	500	0.51220029968	0.739514759099	498	0.534603504786	0.761438451741	499	0.529619008681	0.754606552046
feature_channel_9_3_aa	rmsprop	rectify	0.0	50	2.15443469003e-05	501	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9_3_aa	adam	tanh	0.501187233627	5	0.01	4	316	nan	0.5	256	nan	0.5	164	8.63078003002e-17	0.5	136	-5.50012070601e-17	0.5	109	nan	0.5	54	0.0867426993723	0.533772309209
feature_channel_9_3_aa	sgd	tanh	0.199526231497	1	1e-06	105	17	0.195491326809	0.589662587734	496	0.183796309208	0.587329802287	499	0.137156557505	0.552825598846	18	0.149196443543	0.55237101622	473	0.0773666501066	0.52905898609	22	0.159194442729	0.568515069529
9aa	sgd	rectify	0.501187233627	1	0.0001	501	74	0.245464210634	0.6082995093	458	0.257900674792	0.620846663717	166	-0.00857009046941	0.494740458029	409	0.206085277322	0.58614829791	487	0.177875845971	0.569520894598	441	0.15859599449	0.568794969407
9aa	adam	tanh	0.501187233627	32	4.64158883361e-06	22	1	0.622254492898	0.815393197146	494	0.628471294073	0.810560743556	499	NA	NA	NA	NA	NA	NA	0.595856799035	0.793632193273	494	0.615565244567	0.806858355551
9_3_aa	rmsprop	rectify	1.25892541179	8	0.0464158883361	4	17	0.166324336989	0.576276977769	336	NA	NA	NA	NA	NA	NA	-0.0142191099192	0.491279003923	455	0.0489890058612	0.537470441008	69	0.0750765408485	0.534033775173
1_9_3_aa	rmsprop	tanh	0.0	32	1.0	105	74	0.147014278616	0.5	4	nan	0.5	231	nan	0.5	303	-0.0305237333127	0.5	311	nan	0.5	44	0.0545407629204	0.520831552301
9aa	sgd	sigmoid	0.0	2	0.0001	105	1	0.608799271096	0.802425569601	484	0.614379092706	0.79725646867	494	0.690964736706	0.813969561334	493	0.618117958555	0.807444787878	468	0.558217075309	0.766818188204	484	0.627554646189	0.799079580097
feature_channel_9_3_aa	rmsprop	sigmoid	1.25892541179	21	1.0	22	17	NA	NA	NA	-0.135625804495	0.41990018253	177	-0.0550902019215	0.467118259688	208	-0.0811885866939	0.454300399436	383	-0.0376724337013	0.471684788377	277	-0.0252695184331	0.480372253697
feature_channel_9_3_aa	rmsprop	rectify	0.0	2	0.000464158883361	4	17	-8.8178890084e-17	0.5	132	NA	NA	NA	0.701976718041	0.82060272984	395	0.605437402683	0.800635195324	482	0.569926753356	0.780645260104	428	0.566767952784	0.758679914378
9_3_aa	adam	rectify	1.25892541179	1	0.00215443469003	1	1	NA	NA	NA	0.169447394149	0.586793235126	459	0.0263280154008	0.492524811935	405	5.50012070601e-17	0.5	451	-2.99485146503e-05	0.500451501402	402	0.0189388178895	0.515166188751
9_3_aa	sgd	rectify	1.25892541179	50	2.15443469003e-05	105	316	-0.0458582767608	0.476834945647	462	-0.133564200634	0.445746106832	2	-0.188539649956	0.41780254874	486	0.0330632058375	0.529835307378	38	-0.0111591609739	0.499396235648	499	0.0239553707853	0.50071164226
9_3_aa	rmsprop	tanh	0.0	13	0.0001	105	17	0.677389400728	0.839475394825	14	0.717073160915	0.847590682144	24	NA	NA	NA	0.708544651175	0.85598392473	14	0.705683326119	0.853175786835	17	0.702376567308	0.849058574146
1_9_3_aa	sgd	rectify	0.199526231497	21	0.0001	1	17	nan	0.5	379	NA	NA	NA	-0.00592418569469	0.500224852674	27	5.50012070601e-17	0.5	277	0.173094974564	0.58083225243	484	0.122640306759	0.548964301127
1_9_3_aa	sgd	tanh	1.25892541179	3	0.215443469003	22	74	0.153268526652	0.574061099749	145	-0.023773670712	0.496718273485	461	NA	NA	NA	0.029205192809	0.520710361626	307	0.0808896556394	0.528812134366	381	0.0459188549489	0.52271692595
feature_channel_9_3_aa	rmsprop	sigmoid	0.199526231497	1	0.01	22	74	0.531819757702	0.769491707624	253	0.538271621027	0.760271136905	351	0.499862158708	0.716716024214	322	0.52176177931	0.747173871036	198	0.480323564711	0.735454556806	358	0.512596937659	0.750927735438
9_3_aa	sgd	tanh	1.25892541179	8	0.0464158883361	105	74	NA	NA	NA	-0.14656844274	0.421308170448	49	-0.018596674599	0.515086742267	1	0.000276103761971	0.506767228229	1	0.0892515659751	0.548654178139	479	-0.01793482629	0.493309987371
1_9_3_aa	sgd	sigmoid	0.0	21	0.000464158883361	1	4	NA	NA	NA	0.470469730574	0.728131416641	500	0.446764303582	0.706928069972	494	0.434301859678	0.706020449376	500	0.404257049673	0.685520113382	486	0.441680608986	0.711332040918
1_9_3_aa	adam	rectify	0.199526231497	21	1.0	22	4	nan	0.5	345	nan	0.5	457	0.0147623079827	0.510623783987	3	nan	0.5	20	nan	0.5	398	0.0832893056684	0.525271012703
1_9_3_aa	rmsprop	tanh	1.25892541179	21	0.0001	105	1	0.0801447377709	0.537012182788	416	-0.0268614243097	0.487834484391	398	NA	NA	NA	0.128557284549	0.566004041146	40	0.0641713868891	0.545546757447	1	0.0366377446145	0.519199911425
1_9_3_aa	adam	sigmoid	0.0	32	1.0	22	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
feature_channel_9_3_aa	rmsprop	tanh	0.501187233627	21	1e-06	22	316	0.379824014378	0.682972394511	500	0.37990414881	0.678430040422	499	-0.0357113798991	0.493068813171	7	0.356124891416	0.663538706972	495	0.355855313129	0.677734392072	498	0.260746217265	0.638650118182
9aa	sgd	rectify	0.501187233627	8	0.01	105	17	NA	NA	NA	0.630202785969	0.80506727465	500	0.724484029795	0.830359456982	497	0.628530125683	0.809398636191	464	0.574723982756	0.783663438005	483	0.651239237585	0.808640057677
9aa	sgd	tanh	0.0	13	0.01	22	74	0.667338339529	0.83143636311	128	0.705032295098	0.842372515463	156	0.766062216934	0.856961316443	246	0.699448085036	0.851542570374	117	0.687009238017	0.843908955184	319	0.7130978119	0.846407479942
feature_channel_9_3_aa	adam	sigmoid	1.25892541179	21	0.215443469003	22	4	-0.182214287951	0.394579178352	212	-0.0150917230266	0.465788254988	320	NA	NA	NA	0.0143874595459	0.488569457317	161	-0.123660055934	0.427118823634	10	-0.0787848443699	0.451939782028
1_9_3_aa	adam	tanh	0.501187233627	21	0.000464158883361	501	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_9_3_aa	sgd	tanh	0.0	5	0.0464158883361	501	74	0.587666953804	0.793713838284	68	0.55959404384	0.768690107779	60	0.661997565858	0.793757740926	86	0.620635656155	0.809757304718	106	0.592702683448	0.79281798451	90	0.614054137837	0.793350681267
feature_channel_9_3_aa	adam	sigmoid	0.0	8	1e-06	22	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_9_3_aa	sgd	sigmoid	1.25892541179	1	0.01	4	17	NA	NA	NA	0.110234912332	0.569060409937	208	0.0260333311045	0.52579040851	1	0.0852860736044	0.523953042947	8	-0.00562557930458	0.496324812539	1	-0.0769200579048	0.47499870609
feature_channel_9_3_aa	sgd	sigmoid	0.199526231497	1	0.0464158883361	105	1	0.588631417332	0.794965524978	440	NA	NA	NA	0.664039686024	0.789904354937	367	0.608559202308	0.799554019926	480	0.559204297756	0.772975687095	451	0.615046731634	0.790306046444
1_9_3_aa	rmsprop	rectify	0.0	2	4.64158883361e-06	105	74	0.504514744427	0.747759447515	497	0.500763103292	0.738480804499	497	0.6554534548	0.796404303428	500	0.579677572962	0.787022386991	498	0.514376446553	0.747767759588	497	0.566823025723	0.766995575995
9aa	sgd	sigmoid	0.501187233627	50	0.0464158883361	501	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9_3_aa	adam	sigmoid	0.0	3	2.15443469003e-05	501	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9aa	rmsprop	sigmoid	1.25892541179	8	0.215443469003	22	1	0.0938905656033	0.554316965783	438	0.0580779693072	0.506398029759	207	-0.304339147635	0.365873536394	417	-0.0939634053644	0.432305328583	64	0.103238986915	0.555354040626	177	-0.000529228852026	0.502212528841
feature_channel_9_3_aa	sgd	sigmoid	0.0	5	4.64158883361e-06	22	17	0.223841193447	0.589870297284	492	0.238051155951	0.609177644734	496	0.0257436915363	0.520017302213	468	0.174711713054	0.568693149882	496	0.165577209623	0.55911897816	493	0.133089107265	0.559227746727
1_9_3_aa	adam	sigmoid	1.25892541179	50	0.01	22	1	-0.125704033344	0.427676164281	342	0.00338743697981	0.494096097916	50	0.00279783420003	0.516167896435	170	0.109365250323	0.563716005496	48	0.0483253076397	0.522460131457	114	0.00215767112189	0.508226863235
9_3_aa	rmsprop	sigmoid	0.199526231497	1	0.0001	501	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
feature_channel_9_3_aa	rmsprop	tanh	0.0	1	2.15443469003e-05	501	316	0.600269912687	0.798308556806	477	NA	NA	NA	0.701676724856	0.816754699576	467	0.645705216737	0.827332223493	461	0.604920474436	0.794266199498	491	0.64801284301	0.810499014935
1_9_3_aa	adam	sigmoid	0.0	8	1.0	105	17	-8.8178890084e-17	0.5	420	nan	0.5	490	NA	NA	NA	5.50012070601e-17	0.5	440	nan	0.5	226	0.0250777781038	0.508398394456
feature_channel_9_3_aa	adam	sigmoid	0.199526231497	1	0.0464158883361	1	74	-8.8178890084e-17	0.5	290	nan	0.5	62	8.63078003002e-17	0.5	334	nan	0.5	14	-1.57652297304e-16	0.5	467	0.0880125130682	0.534295894151
1_9_3_aa	sgd	sigmoid	0.0	5	0.01	4	316	0.310971700469	0.653160614362	495	NA	NA	NA	0.0460674210701	0.505744513162	1	0.317854239468	0.648779044456	499	0.319605208471	0.643858421991	500	0.274347100132	0.626459559782
feature_channel_9_3_aa	adam	tanh	0.199526231497	50	4.64158883361e-06	4	17	0.615794420493	0.813153260261	500	0.624969830223	0.80840421786	485	0.649050171714	0.81425127835	500	0.633278457811	0.823635141534	491	0.581429105061	0.785070309427	493	0.624348472657	0.810085169947
9aa	sgd	sigmoid	0.501187233627	5	0.0464158883361	22	1	0.554840868764	0.786535879822	383	0.583287707486	0.782122179954	324	0.595070454827	0.775894025703	425	0.574172329135	0.778535098763	476	0.50062782802	0.74045556747	479	0.568516086405	0.771677349183
9_3_aa	rmsprop	sigmoid	0.0	2	1e-06	4	316	0.285100399575	0.631463998512	486	0.255995978653	0.623915083931	499	-0.00267929687406	0.511939463327	497	0.249298302298	0.616836624856	495	0.207357960747	0.590424291521	486	0.22714105774	0.608185572388
1_9_3_aa	sgd	rectify	1.25892541179	3	1.0	105	74	0.180040761802	0.581879988809	450	0.124207732161	0.552484363166	449	0.254391168435	0.606416466485	245	NA	NA	NA	0.00655813926356	0.505811941598	107	0.0202854972364	0.522066164731
feature_channel_9_3_aa	adam	rectify	0.0	13	0.0464158883361	105	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9_3_aa	rmsprop	sigmoid	0.199526231497	5	0.01	4	1	-0.062864740551	0.5	496	-0.0897034400525	0.5	194	NA	NA	NA	-5.50012070601e-17	0.5	312	-0.0146443386528	0.5	494	0.0289422912052	0.512166463163
feature_channel_9_3_aa	rmsprop	rectify	1.25892541179	1	1e-06	1	316	0.113742432271	0.560124638648	278	-0.0192474382152	0.493878935771	497	-0.141468542621	0.460348856743	490	-0.0757535175527	0.460150719636	412	-0.023534390725	0.492547719724	497	0.0228213491831	0.511061313842
1_9_3_aa	adam	sigmoid	0.0	1	4.64158883361e-06	105	17	NA	NA	NA	0.471198981281	0.72678562626	463	0.363059290362	0.683605582715	491	0.451334086371	0.72601769831	500	0.37910240546	0.676183744935	499	0.415822794227	0.704170459554
feature_channel_9_3_aa	sgd	sigmoid	0.199526231497	5	0.215443469003	501	17	NA	NA	NA	0.714613657678	0.847964320993	496	0.772987320309	0.863658358561	426	0.713131647107	0.855691055684	342	0.697472989521	0.845856961016	371	0.730691803706	0.854367372257
